,E_KOORD,N_KOORD,latitude,longitude,user_id,cluster,distance_center,productID_1000,productID_2344,productID_3583,productID_7538,productID_11714,productID_12771,productID_15680,productID_15976,productID_16262,productID_16290,productID_16570,productID_16823,productID_18557,productID_19240,productID_20119,productID_21288,productID_21376,productID_22178,productID_25872,productID_28745,productID_31981,productID_34386,productID_37317,productID_39468,productID_41774,productID_43310,productID_44014,productID_46692,productID_47621,productID_48112
0,2681937,1247120,47.36982250245432,8.523454419818215,8284,32,0.1659394298890142,0,0,0.5,0.5,0,0.5,0.0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0
1,2681904,1247124,47.36986257762568,8.523018296488893,114329,8,0.0563542100035981,0,0,0.5,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0.5,0.0,0,0.5,0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
2,2681918,1247145,47.37004970020175,8.52320746994517,102415,8,0.0494046675772172,0,0,0.5,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0.5,0.0,0,0.5,0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
3,2681981,1247135,47.36995193303627,8.524039638464167,92772,8,0.1101319366794062,0,0,0.5,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0.5,0.0,0,0.5,0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
4,2681957,1247154,47.37012579308273,8.523725401971797,30746,32,0.1724401242153956,0,0,0.5,0.5,0,0.5,0.0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0
5,2681901,1247150,47.37009677999029,8.52298333689719,20016,8,0.0332403891529029,0,0,0.5,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0.5,0.0,0,0.5,0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
6,2681998,1247135,47.369949818415975,8.524264685384033,164281,32,0.2170350725449807,0,0,0.5,0.5,0,0.5,0.0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0
7,2681954,1247134,47.36994629720481,8.523682027983774,147038,8,0.0858803616961695,0,0,0.5,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0.5,0.0,0,0.5,0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
8,2681987,1247108,47.36970836374768,8.524114124252852,21751,8,0.1274197053588429,0,0,0.5,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0.5,0.0,0,0.5,0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
9,2681934,1247200,47.37054235094683,8.52342934101978,195589,8,0.061738868069969,0,0,0.5,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0.5,0.0,0,0.5,0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10,2681983,1247138,47.36997866461285,8.524066663720044,197137,32,0.2018086684722899,0,0,0.5,0.5,0,0.5,0.0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0
11,2681914,1247143,47.37003221042335,8.523154151831298,12460,8,0.0475061988086522,0,0,0.5,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0.5,0.0,0,0.5,0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
12,2681922,1247100,47.36964449800311,8.52325219123238,41500,8,0.0860901844162887,0,0,0.5,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0.5,0.0,0,0.5,0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
13,2681952,1247179,47.370351250868985,8.523663786015959,5575,8,0.0741656172882869,0,0,0.5,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0.5,0.0,0,0.5,0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
14,2681946,1247180,47.37036099028617,8.52358454005624,185783,32,0.1569170569512224,0,0,0.5,0.5,0,0.5,0.0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0
15,2681975,1247189,47.370438325230765,8.523970093894526,110748,32,0.1851651774761315,0,0,0.5,0.5,0,0.5,0.0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0
